signal_entropy,hjorth_activity,hjorth_mobility,hjorth_complexity,signal_energy,power_theta,power_alpha,power_beta,power_gamma,bispectral_index,class
0.42156491675288976,0.5564851990333569,0.42648040560691397,0.37295015266952347,0.0008940923419969741,0.6462222278471776,0.3887801089194113,0.5015637822681938,0.5859488594492837,0.6328059598669505,1
0.5159206388049831,0.4053047861698078,0.32643791024880936,0.5965173030896417,0.01647143025443637,0.3694167511088224,0.454127683615415,0.35832234433101157,0.15158784863737496,0.572807340109519,1
0.3297232060047317,0.5223594191858537,0.5745827058595727,0.4591117563484465,0.38626844989466086,0.4695877390242965,0.4219336621045069,0.391593727190863,0.7040247212857265,0.42231088341577083,2
0.24296784942055283,0.7021128774475816,0.21906553268951684,0.293997536354344,0.17835655269596065,0.6261324762088458,0.5712852633284435,0.5346474516401638,0.707384577744198,0.016790284396045907,0
0.5166481235778477,0.47726140545169504,0.5917631584567149,0.717553241932679,0.421714569747714,0.667037639943255,0.5469617270538464,0.5246686656559456,0.6844915023425888,0.6213488442700922,1
0.662930967705802,0.8329702733323427,0.2654769751752259,0.4776221629747074,0.004475285422146943,0.5097595821533362,0.5776969484984387,0.4207343788808147,0.6783134068404588,0.8801996082972713,2
0.32524806029929343,0.2986649932532448,0.5905978941929926,0.3755457549744641,0.1407913777092686,0.47761901245067406,0.4062604684429044,0.4442742945536771,0.47814973859652604,0.7700733418668114,2
0.5986226414020679,0.4669568118624494,0.4097263997214072,0.46141784929803575,0.005579707579180704,0.3434992193677651,0.5241144979977655,0.25542818317391586,0.47452812571493136,0.9823308442017052,2
0.4533515735212038,0.403146605984565,0.2890856872064956,0.4102515207955356,0.18814132431248626,0.6155574849994783,0.22030819590671086,0.7109394235226909,0.29383290189769146,0.13902199726052022,0
0.28339020056805386,0.6454034407543378,0.5379328239547736,0.4239964334605226,0.05921205550563409,0.7323369788669178,0.5571512999672689,0.5968678192334387,0.7729718702904242,0.22254282905406308,0
0.30855399916055803,0.12401180609167162,0.5859484496031655,0.4872866126981851,0.012416985971341981,0.9158493626832744,0.7148709967531655,0.5911254950707379,0.4136500804726356,0.5395791737617596,2
0.44994540313997433,0.25478679915309455,0.3981492590909677,0.7490327288070391,0.1036562796730944,0.5950630208652395,0.31688286306138047,0.23287472836668027,0.5463853729486257,0.23591666690779933,2
0.3981543841789249,0.4740541514473948,0.5573485134685394,0.42766716539824234,0.040575878844174434,0.5306724908411599,0.6089506239220416,0.39227375510047796,0.5325728466338056,0.034401093864920074,0
0.28619741604034943,0.7463349754747521,0.144378054163184,0.7394412904188779,0.1330643947819499,0.40273373061439516,0.4414337355338904,0.4338870184587211,0.27600742841902975,0.40247503432695064,2
0.23922761784385738,0.5287473084895706,0.2768948701532194,0.6307925000431196,0.1325578329408353,0.26152666108490347,0.6577883647927961,0.17928745802396878,0.2109585849941265,0.2877269161848929,2
0.34365086742761575,0.2698177249586874,0.6359113207235101,0.570120473622909,0.15075571559475967,0.5642187998873026,0.5592392306943093,0.6291599001705015,0.4925933413111963,0.2638212411623151,2
0.47188501290356166,0.2951594541620963,0.427608248224656,0.6172901589164607,0.6036849912032585,0.8842206624523267,0.5969010020430467,0.7190916620324883,0.4186804605783236,0.9538620838633077,2
0.4472112710027055,0.7662976695557591,0.2024788588184943,0.5188260296030457,0.06036405433636053,0.7252743961549789,0.5448784685878942,0.8160587038891987,0.4773031047103042,0.23849142734712092,0
0.3862278033655937,0.3897154864615917,0.3623180967615553,0.6894064090853838,0.0773061069524916,0.7025633941149904,0.7382727284074646,0.3204485363222262,0.6631305210730736,0.12937043443887053,2
0.4728805641418381,0.3368870951681704,0.33146798442678543,0.5930061086559649,0.2016335004789384,0.5743256706161204,0.5881315593988077,0.5059475686319617,0.5278901808389611,0.12525336905619333,2
0.5761724228122085,0.7341869752961732,0.435537033440995,0.2938260337286329,0.10664371923048714,0.5910989565526764,0.42698330857528843,0.6981902660751378,0.6137483268698338,0.8068793870901655,2
0.49657203276737993,0.6576475083595493,0.40739981047666546,0.5567115917591531,0.004673768778787192,0.18129864999556627,0.5500658952107663,0.4467926990657724,0.5633521916712545,0.7153199450841096,2
0.43305008167172077,0.7008130140236135,0.4829240133918002,0.6220967165713753,0.228710357780107,0.6504336025114881,0.47849499312416066,0.3968190394165884,0.44079303460050584,0.12942410773389557,2
0.5623751849290988,0.33572515303097983,0.44879515332947156,0.4782510913328999,0.006514323141329314,0.4528635075460491,0.5598135866696707,0.18966012774065721,0.330494161289326,0.21977337117106432,2
0.3297086677686528,0.241328024066922,0.6451622376199795,0.5339214950937214,0.02311860401908307,0.43484364956683413,0.4707059033269847,0.6678593541031359,0.5342901732569671,0.7478445203958014,2
0.4202811347067157,0.5135345841620118,0.5166707875910848,0.43483404232460354,0.01328246778370563,0.4905684828136567,0.4313628504494206,0.484166200673993,0.5051935664620164,0.2746866956111128,0
0.4232181285991452,0.5466864045933723,0.5212217566896404,0.332307377799946,0.010004340482061795,0.485599597874232,0.5654573126233549,0.3709281263514766,0.638952284976412,0.9822572200112906,2
0.29555865035694795,0.5515248570777553,0.6184274322216858,0.30914791807489217,0.0031981115614898034,0.4325013677505317,0.5434956707629097,0.5325050505190141,0.46741305406827244,0.540882963374291,2
0.3962550331762622,0.7343201630859622,0.4049242415150092,0.31093214031629424,0.006974684392211981,0.5402063383331451,0.6978069797972359,0.5116378298556583,0.44384914329237773,0.1920029140090469,0
0.19228319524244242,0.2070760974894862,0.28496260444198057,0.6066891278884549,0.07213205561602487,0.4559647558830717,0.47144271526900994,0.5140703729990961,0.45476563148143695,0.8594116435853,2
0.6836558774660453,0.6327947689244525,0.6241723985155554,0.18314192590363113,0.035984260457220626,0.5529351043176993,0.23176421645159279,0.4526166840087695,0.34386201344176986,0.31958676352068893,2
0.3324737315076982,0.3116634214990356,0.47700362262753243,0.4276453520327316,0.01669297287244725,0.3191963041030317,0.47926186804537907,0.7459585000761741,0.7245168050272932,0.2888905976207725,0
0.6434719380068177,0.6321447763319256,0.4774858083452535,0.41434992369848134,0.13274975388478208,0.5066466393474351,0.2860127023255573,0.4659227636516075,0.675072161495391,0.327559717256538,2
0.45269361001117137,0.41371072552694843,0.37132251622314966,0.4791683044075875,0.031641414158208286,0.37674861776098284,0.5985797580139735,0.7454743298488609,0.29650566043626053,0.7687177831023367,2
0.5176136442825814,0.3580611550183185,0.3735860586821494,0.26811746270293524,0.0023472486346172187,0.44371880366469335,0.27874731202396485,0.5771986234454245,0.6210577643835549,0.17319074877686869,2
0.3877606753251611,0.391559242397874,0.5746757682721606,0.5711415648300135,0.06692309532306201,0.5592774673569665,0.3836749978923193,0.5432395677625426,0.19481446940214758,0.3819538363524414,1
0.4736252382638946,0.25437725762393504,0.5936272730811167,0.34631211790043337,0.04588895674164262,0.3019961109113458,0.4794970223897107,0.46917359777341056,0.6502373754201269,0.030680694767831973,0
0.5281660852351584,0.4983116488629291,0.5660337068234123,0.6688084348536674,0.04736120150689567,0.417075087744533,0.7712756385305344,0.6425566027290661,0.3796445848887415,0.8272004506294696,2
0.5298991738941636,0.36484031787051574,0.5672892588579395,0.43363985474419897,0.07276069224580223,0.6219364474433241,0.3707383952362774,0.5052567789778342,0.5496060282652198,0.3408493616798266,2
0.5434827469092987,0.6207466281902931,0.5365218896743926,0.5041771962301529,0.136500150312819,0.33009183571766804,0.5368551571994101,0.3385888962408152,0.18121682261073285,0.24821909623793448,2
0.40260697368085385,0.5967408743534648,0.47641020685053065,0.5175012498153068,0.11834350585868778,0.7999316238354787,0.6237284467268284,0.3332687537228585,0.29881079356342694,0.5802420091443222,1
0.38880083183949965,0.7687874009510902,0.4342430444443451,0.549738883294738,0.3419329936941866,0.7154972322546662,0.7621087847908089,0.5546122324623186,0.5671134336260042,0.7054547636382681,2
0.25153467414951103,0.551808128661137,0.6246331594601298,0.5219575571504597,0.0900446760437581,0.46535118794634045,0.6540067688935363,0.3425362005230886,0.3789111997846734,0.8134573456320117,2
0.5124813222535685,0.5771448384581584,0.40699175994266684,0.45973580927666313,0.07899320720219993,0.4222574888273686,0.7023913374052274,0.47731363959741285,0.35653589778505584,0.3479219865353399,1
0.58139185917442,0.7215025981330676,0.5091731725606501,0.5629852607814096,0.029631523469501354,0.5678968755829124,0.6672484617248161,0.6558291160519032,0.7163026270218791,0.8128616156773875,2
0.6471527984173091,0.3886439274471175,0.34787134521281543,0.5794881668042898,0.17388126859106026,0.32504390237755887,0.3498864067932307,0.5357124935904183,0.8474600401644168,0.4651248546855419,1
0.48560940555254484,0.24737655584441232,0.3677544638003744,0.41441945094225185,0.018722840454398763,0.24337443205515413,0.5900114020777415,0.37207743945288557,0.6424693932180856,0.10105432480292953,0
0.3535395464885843,0.5245207927629485,0.42589281888711955,0.5741552528576306,0.0834181916041458,0.4705327454957232,0.6648536470964034,0.7120913220486043,0.3159997981462673,0.8468992685879998,2
0.2388508918278882,0.2581489045968244,0.3478815978705129,0.6767603200868284,0.06754098038223022,0.5184269225331051,0.38855318224457436,0.5746085282794804,0.7754624496921978,0.5479541231862745,2
0.5763745371483517,0.8944910033646445,0.5679611555021216,0.6116292577623953,0.13260340808611673,0.552067034701475,0.4462175885111811,0.6495472654281387,0.24044419445568316,0.602838932507905,1
0.2266279504520875,0.7305962984174876,0.27312500410796764,0.6419918729066668,0.30829722389348513,0.44765131202397024,0.41201871494984366,0.12562562237221886,0.4426986508083844,0.9381662320598029,2
0.4060242352235882,0.8468934772528274,0.4719732633440347,0.5400434559598679,0.36182663121833736,0.7257359104045746,0.6532151713073278,0.5399995323665807,0.5005086929902565,0.5594813313857688,1
0.42035664495205216,0.5019259254075675,0.4765455922969099,0.39149264809268414,0.022669481121092544,0.31802402634203525,0.5243521697437344,0.6215383715401879,0.801291497517808,0.005408420678696957,0
0.4394404829049452,0.5820522598498414,0.20954290186787156,0.4084523568772904,0.03747510332881693,0.3705695908751538,0.48584731910385237,0.7583862324162847,0.6385504603107928,0.8712298005978257,2
0.45241238919747184,0.416251987527698,0.3977446041976704,0.5598802978281542,0.20615476165062158,0.6098146592175434,0.33878227147646167,0.2537996326392386,0.4170711059071555,0.2848306228064298,2
0.46502532587748124,0.6366079497595073,0.49347160286138886,0.6433845789754812,0.09018895595789937,0.36712641746782093,0.5246409762251292,0.679579293425991,0.3396414004261534,0.5020444218854935,1
0.15033204328537053,0.2921429189078676,0.5172450195271745,0.8904816328484862,0.07450155008681124,0.36143231240187257,0.44808057838519155,0.7494704133446486,0.6529573063408594,0.20489329385687738,2
0.4498062826181951,0.07422463752985525,0.4302685184808481,0.6486208214944474,0.15313042028747842,0.5563262420856281,0.572202322267163,0.16553658598544052,0.4058715606063967,0.2970742692314874,2
0.17322841676813616,0.36187949381576223,0.5513412385104883,0.36008377355469645,0.11374351258981785,0.38304638008602765,0.3600123004474465,0.5635596479405744,0.5265700643877635,0.687094995709885,2
0.5382382528204146,0.2527581939814293,0.44331989470130323,0.4141328380198497,0.436024496607733,0.5185689088220301,0.5621870104054781,0.5857309970214772,0.27128354144407735,0.4297849982399712,1
0.3795867743942928,0.7342779436068543,0.46021536599776286,0.8224590446023025,0.10829640364235438,0.435119098563493,0.46777002416263735,0.43508917702437383,0.5832937295562295,0.6275224865924139,2
0.1821680649996149,0.7897199664708361,0.4929157441377104,0.48825380100065197,0.07745826673511695,0.41129510531225943,0.343737326034411,0.4090813945168877,0.5703303768388466,0.8241467415835074,2
0.3476579552524286,0.2613833954706528,0.5857055463533771,0.5233652478889655,0.09664567998394874,0.2286267847249296,0.3318005112845416,0.5937417712399089,0.2919052035602308,0.3409527117476422,0
0.3777443219364657,0.7037112532250234,0.3654985636997517,0.38823942387978416,0.204141689201104,0.5587127119597012,0.3548000724001632,0.3891653644350938,0.6576929641162252,0.5686782664341455,2
0.5947412686655089,0.6478457370877158,0.3914521353028659,0.7268169923166805,0.11712455655152298,0.3545313834502754,0.5033647095184868,0.4525925612982323,0.5809585947911096,0.7781169942591241,2
0.47223362446957196,0.23399524018910411,0.3664358119437207,0.5840712377251408,0.12860181134507234,0.5133923845374632,0.5534761611597083,0.6167983946954676,0.6107717657118232,0.7155953142855084,2
0.49044930362042916,0.4276125141404509,0.4126968750244701,0.413150324051755,0.43911961198463556,0.4627630839231077,0.5762560100402344,0.7669585569391664,0.43076117566241695,0.5401556699135829,1
0.5935732071612025,0.39644091809606363,0.654298384684814,0.3837606144882274,0.11896216052911195,0.5077582360420578,0.582030906398202,0.5730311961081886,0.5204902896429908,0.3835530242448012,1
0.436151326585128,0.6144591907884579,0.5370296753269472,0.5581798461359379,0.05907947323679787,0.5161261082220931,0.4188558188126055,0.5085247958682697,0.501892697055242,0.4076934952601593,1
0.5409458098452444,0.2899701972173949,0.3029323102883527,0.5229217074865384,0.14515670551196694,0.5666730930814228,0.696957039622809,0.40488679781263,0.4678522847000835,0.4333501082748564,1
0.5322787675094498,0.4754451969313789,0.37584050265312924,0.6285500930800791,0.13302284662115824,0.4310107834553072,0.46726878557600604,0.32607531340913826,0.5191300952438569,0.3489835374308531,1
0.2894562965070965,0.37907856836361575,0.5095562340213229,0.5903232780424363,0.0017066983295238598,0.7211347183137409,0.6038569753992408,0.6641844461747914,0.6938687478500447,0.6995331180624661,2
0.6295297901698371,0.5693745042782549,0.33378897258598633,0.4815384204422566,0.07777213772270462,0.26615827272881626,0.5098305767567888,0.46276679339910015,0.6646648001354414,0.12534945098480144,2
0.2729628784053767,0.4560886418187021,0.3586806943903729,0.4440919158368486,0.1677370260753455,0.5048012672036881,0.5924495362451542,0.6707427386616509,0.301521091363055,0.9681564147489302,2
0.5610558625401538,0.40381424301192603,0.6431315813115324,0.49555307293175765,0.08535266268348629,0.6612879700508038,0.5021510845302883,0.4346834458410011,0.6502554912886995,0.7795158777352825,2
0.2610368414158475,0.45666242343843566,0.3740641561600156,0.4431696662241883,0.18676895479450178,0.6083624016441197,0.595206729528668,0.3836943722111757,0.6833613832617336,0.29825482885076826,0
0.5220961905985004,0.8258931013533535,0.5895069070636991,0.49954097856830737,0.07401684890210326,0.39463202183898666,0.5338254828048111,0.5543434051832177,0.46736838484360194,0.04240617731699037,2
0.6774614718292264,0.4232408349640028,0.6308158884697781,0.5191994291625799,0.505554940649947,0.41916024064855917,0.6595239915633176,0.47503241099126353,0.5735086661581621,0.711771809329336,2
0.4217527226251184,0.32079345582455787,0.35756475720549413,0.39661645687181935,0.0427865868234783,0.3899267725834249,0.4096473735991383,0.2949896597796872,0.57118424969235,0.7348487131439417,2
0.4164069664567813,0.5874462483993617,0.33606222014143433,0.6015458361175258,0.011920454186143601,0.6263923160027371,0.2640544289109964,0.7770571677488831,0.3549261940815471,0.9643214095126825,2
0.5232303893303156,0.4681155319075163,0.4204000679626528,0.46733485173908784,0.06940958042851927,0.42921973010208236,0.38597300675619906,0.3872513778945014,0.4302337775963588,0.25375678079452046,2
0.40740545642809844,0.25936354412617846,0.3087664223675644,0.4041301965495677,0.09634664072620774,0.5757274064629303,0.6985665576228481,0.6351626546101297,0.6125073396859104,0.08262034758697123,0
0.6720837734600582,0.8579769340138566,0.4749690806583475,0.46985794635416334,0.05301476894033081,0.5770787953480543,0.5112994476470427,0.6214903374513561,0.4119115976088233,0.9157893268061416,2
0.4716857644206309,0.4338155375400391,0.4300837616402163,0.5494730512677329,0.03424913193580097,0.8868789299241046,0.5490476150999856,0.28638866979681116,0.6486621181340535,0.25870476719828095,0
0.40854258044269154,0.4296476673713643,0.5078817604057617,0.5281276258250202,0.13767881380119065,0.584286022219776,0.3736853627080583,0.3273849608687655,0.7016776286918858,0.7220094143544079,2
0.38141560205582326,0.5179122970850887,0.6502739458386562,0.5735855269063139,0.05845129540643478,0.4187334710923982,0.544990176820644,0.439155446324828,0.6757227350413448,0.060534767433299885,2
0.33302403489859955,0.7756751184909358,0.5706586723964255,0.637429844469853,0.12323374724024876,0.32317575898483625,0.37840332198775073,0.3491913415569022,0.8102649317010047,0.761098395898078,2
0.37063591358263015,0.21594380872958063,0.5255590960034553,0.6919388631340361,0.18646129082099308,0.49754813915052143,0.4009081457487912,0.7625592533501633,0.47709465807295,0.12696156505637746,2
0.40478329821411707,0.5369784845955825,0.18821233385393127,0.5552683058266525,0.1767524491674336,0.5206300181072189,0.47335172680659243,0.4553153375454953,0.5202078381597799,0.6960406483388605,2
0.38790372242382,0.8343024324606942,0.5192575945152638,0.37362855974483467,0.05809179096022759,0.21266716077796222,0.603083632454011,0.6291278377988447,0.5432923170694108,0.5326484400427595,1
0.3668869339332266,0.512806114692186,0.6950216509682361,0.48091765023531796,0.1036138536882217,0.43305813428582657,0.6194229838255577,0.5691485491868582,0.481975762192884,0.9561795093007696,2
0.706660146441648,0.28889425026251103,0.044705775813139226,0.38235388387041047,0.07374153584714337,0.5819451433364393,0.6235858426534683,0.5293419482040445,0.5789364643964077,0.03677111558884827,2
0.32105174004338644,0.39016492223511734,0.553057910572206,0.744479816250098,0.2527220721235356,0.4597814216650603,0.29188209242866014,0.4936678578210287,0.2163444057820169,0.29213494510482074,2
0.4660710165112043,0.5256351250876691,0.43644428072414726,0.7834312477763261,0.26056890022245643,0.680781085884497,0.5339363557962034,0.6845254967938443,0.5246657418957179,0.06939211912087473,2
0.5210220628163376,0.710127627050523,0.34158108110136415,0.6041776620173201,0.05200341723185987,0.30871617840598126,0.504836735072857,0.3556585018514152,0.2700509443196402,0.8798194230193704,2
0.5256542624788152,0.43597298702802756,0.5684113689854797,0.6320824556723994,0.011868070737236466,0.6378260306572884,0.30043848343208335,0.7625399474395316,0.3367986007927109,0.5942626982380416,1
0.44077739216628586,0.6273706950922606,0.6932462528904468,0.5506373889882031,0.02263731385384435,0.6727222111697242,0.5374029307404232,0.2819616599933085,0.6096237620578997,0.5352774004602875,1
0.41833604240268696,0.2560583864703617,0.5648531074350658,0.5660696882992853,0.05646020891855159,0.678995497549339,0.4966256987356693,0.6118670131990371,0.45965458608795423,0.13139760283537882,2
0.503648563169665,0.2546878030698636,0.40733922331484745,0.30283661119430827,0.10257549747682856,0.3076119099894789,0.6132512569953985,0.2631534205270893,0.6039476045672405,0.4892981420441288,1
0.48084607925995515,0.41242312989804475,0.3287105358681048,0.5070837594617817,0.13205745462537477,0.5844776564424368,0.5473922227435244,0.43689154750725684,0.4561692148128577,0.3988871435009259,1
0.4160861505029849,0.7277286559329295,0.4782107681273046,0.39886573484302557,0.04969707308230852,0.43969852769569445,0.4508766767834115,0.5021180776878231,0.66972633601814,0.3158596890790678,0
0.25551503170642054,0.5029810308766716,0.5783094737620198,0.5547146779554568,0.13597352452752992,0.3311277066655242,0.6766549085699004,0.4096234576830445,0.45322390013558717,0.7727131315538379,2
0.3903334315642144,0.5392479250858431,0.4051599751469927,0.5090038722801316,0.34287828795160613,0.47722722748172186,0.1949713757886687,0.4582665376301079,0.1771282903488096,0.061151731711798774,0
0.30669987851750724,0.5373221745289636,0.41844205067595436,0.7779911362938163,0.13035181741343838,0.40491764079565934,0.5251199243694173,0.2660547608569052,0.5279623379872,0.6470954212413565,2
0.36577971666065556,0.6737524956336194,0.8460710410542533,0.6398807165944007,0.02130666555909356,0.6737323637585877,0.26507081827360107,0.3297670226178376,0.14270296778351038,0.8235635499788904,2
0.45209451008863677,0.3915070448353263,0.6065419672796977,0.5551377047981957,0.107024769793698,0.6137057475338791,0.39533487548897317,0.5666970364264003,0.2579369485578395,0.9079547118420107,2
0.4922105432816446,0.6046577038170088,0.6163625840079983,0.48120871539215226,0.09639690726111887,0.368481427142001,0.6152851412973466,0.4919695786645842,0.34961939346840004,0.7464168055543529,2
0.6674221236805449,0.3552852239075276,0.25770207641444404,0.7416869438102364,0.2526216045634859,0.4315317060314791,0.33992601285044044,0.37711784708075496,0.3295437763312358,0.28253312751014503,2
0.3817704268095614,0.8172308389467846,0.3611746187560722,0.5129795224280792,0.053244436533418614,0.4821111217887408,0.3170402240304604,0.6984230145415073,0.4039902244385462,0.600875031275396,2
0.5434645376883134,0.36029043528827387,0.46860046868220767,0.5614603576181637,0.06788793578284924,0.5275031421221184,0.8995402117985958,0.2926928965114362,0.32401517187170875,0.1413523939700302,2
0.4857064430497402,0.34683037212038625,0.3207872202829803,0.5226594047603058,0.11273441307508004,0.6863399423899771,0.3269017798503322,0.42957418722323354,0.2654624300290474,0.11698720148999742,0
0.6077181433810717,0.5819039036792797,0.6782276888623284,0.46281343422983245,0.09177466254017463,0.6398725518264844,0.7875874351083212,0.40659971980563364,0.7397913239161931,0.6390264823596573,1
0.5190142098493529,0.5047725376512973,0.6521107723273825,0.5218894326059954,0.15676460263586808,0.5457306541797782,0.5085989330188743,0.5853190510160058,0.3825740986290645,0.8517038191017318,2
0.3237153944001282,0.5453282664002473,0.38503251838642233,0.25396913645828034,0.005076170893834147,0.49978671009806697,0.45462536553856625,0.4949185140834233,0.1327413770043514,0.06712926522578178,0
0.23565284200965442,0.5289889320186172,0.7034427814274988,0.30950592791743436,0.10236765853672493,0.2770605851305656,0.6217095386421829,0.4699884211816436,0.43361899028496215,0.10592022394661815,0
0.4863598186176872,0.31268654753395686,0.4577552895098634,0.5638676616271326,0.01600700674283189,0.7283936696982696,0.7395373626998253,0.1931367726120235,0.31071382348735704,0.5659430427810254,1
0.3828740830872135,0.7565092352540768,0.8141112856434516,0.7272320880178993,0.046747314128750134,0.47233470898502106,0.35953769638420885,0.6251865564187014,0.3492941783628635,0.218230707417163,2
0.3271867641074788,0.6383508036376582,0.4782188053444461,0.5636787089090238,0.1338114176067196,0.767093819305105,0.45685689812160846,0.4525006278400851,0.605995669242475,0.6121960109470442,2
0.29178451029923513,0.7147478189949337,0.5375060864569687,0.42042086763735076,0.021137838988454664,0.567038394067344,0.6645794808817163,0.5056824496967522,0.4195813155203241,0.21455932572555225,0
0.4678386289210068,0.40494931482799335,0.6506806359124102,0.323562735918166,0.045604308993258826,0.836360562824834,0.579037239344329,0.36786285688936377,0.30622997646453426,0.11640802421587837,0
0.633809172014935,0.5600478481210643,0.6338812151259554,0.6221710029463848,0.1499208101434142,0.6274368007282899,0.703617493574951,0.3427834016795462,0.5635010894647612,0.5458924443276506,1
0.3976355389507278,0.5240733840770943,0.5285120506590733,0.4409557172978832,0.12992352350646594,0.32731762778017903,0.6138001783036162,0.7263322136168329,0.676731478556823,0.8628014163874681,2
0.5207446879360884,0.6768376498690876,0.43894739602882477,0.6032290654034126,0.011773226395518524,0.44769918404171466,0.8117256896327283,0.2044557983258521,0.5780825448940625,0.6855667269999034,1
0.43539684696227576,0.6821307727557147,0.5289792841294334,0.5692616148835075,0.1063214863233806,0.5132609376827417,0.5622914502023176,0.3191224944633641,0.09689255330558033,0.8192917632035855,2
0.2890973498197238,0.5233646372087065,0.3461990746689613,0.5811174634576778,0.019657589022811523,0.4095107134436557,0.5689071531330843,0.7233348402201834,0.3122813380666822,0.26639791815782,2
0.5385578460545775,0.24250244188107983,0.47924207415007997,0.5215000460598277,0.03588827807783094,0.482646564988674,0.5841995495172084,0.5894188780611311,0.49932934491983555,0.8866066246185619,2
0.3130908449443157,0.7838079851418642,0.305925099058216,0.5684276424909681,0.07590414759216493,0.3368998792514999,0.5131468935905809,0.43533558218577645,0.45238415871385534,0.37720290088474073,2
0.45066535044381184,0.582940945568663,0.21365350674228428,0.5009809615153901,0.01428602966091531,0.5390062405676891,0.6647658214930482,0.6860349962693093,0.43903252364532414,0.8530450547146787,2
0.4059113063185247,0.39179983245091843,0.46526794596959503,0.43182453497426176,0.6247563307013965,0.5731196720390945,0.5712382894613459,0.5584994420251044,0.3335589311643001,0.47142518629388463,1
0.5580624729225827,0.5584093930903854,0.6317714365486746,0.38782622447203696,0.022309429846447005,0.39032183176649204,0.6555963506922508,0.5243405294915531,0.2655217383512725,0.2679217799054435,2
0.31759414423745835,0.243628119115329,0.5855413599072568,0.19725507544379114,0.18772053214306247,0.8238410159251899,0.6795228812945496,0.52320858508882,0.814766731696249,0.2603160320446194,0
0.4961706908325747,0.664912172673768,0.4470850892431762,0.49271531648043887,0.2187066932355575,0.5475153565078408,0.6005362968163948,0.5614302350541276,0.49605682352343555,0.5680054993439215,1
0.34450392114986184,0.25017474588758903,0.6983688973318538,0.7206869546636824,0.6417568600430437,0.4179094076656299,0.6117498247037406,0.567881561823715,0.5950182715723586,0.07890213898610154,2
0.38501176825433137,0.45542506905171987,0.38015275490423234,0.61487167950041,0.06911556151901499,0.2982354306218142,0.38031396518520544,0.8374340311809341,0.4927002745476618,0.9307243747887651,2
0.0,0.531802582690586,0.19483698493104212,0.5475225708430371,0.25590710795326993,0.5469896657768942,0.4507185555746487,0.45615780038783577,0.4991523708555899,0.2715309174446494,0
